description_text,workplace_address_city,driving_license_required,employment_type_label,working_hours_type_label
"Our company is well established with 13 years of experience in operating independent schools.We are one of the most successful companies of its kind in Sweden, with seven schools already established throughout the country.Our schools are for students in grade 6-9.In addition, we have an Upper Secondary School, located in Enskede, Stockholm.   Internationella Engelska Skolan in Täby is located in Näsby Park on Nytorpsvägen 7.In our first year of operation we will be able to accommodate 360 students, in grades 6-9.Our profile is bilingualism and multi-culturalism, with a holistic outlook.We focus on learning, knowledge and high academic standards.Careful planning, orderliness and respect for each other are emphasized to create a safe and pleasant work environment for students and staff.   The teaching is in both English and Swedish, something that requires a high level of proficiency in both languages.You need to be a native speaker or have equivalent command of one or both languages.We are looking for professional, creative and dynamic members of staff for all positions in the new Täby School.You will have a unique opportunity to create a new school and in co-operation with your colleagues formulate your own work within the legal framework of schools in Sweden.",Täby,No,,Heltid/Deltid
"Jobman Workwear är en av Sveriges ledande leverantörer av arbetskläder, och har funnits på marknaden i över 30 år.Företaget utvecklar material, designar egna modeller och tillverkar kläderna i egna fabriker, som sedan säljs via ett rikstäckande nät av lokala återförsäljare.Läs mer via www.jobman.se.I denna rekryteringsprocess samarbetar Jobman med Manpower.   Tjänsten innebär att stödja respektive chef inom försäljning och marknad med varierande, dagliga uppgifter.Du fungerar också som support till säljarna och hjälper dem med daglig information och administration.Övriga arbetsuppgifter som ingår i tjänsten är uppdatering av företagets hemsida och prislistor, administrering av order och bevakning av leverantörer m.m. Du ansvarar också för säljkampanjer, säljkonferenser och utskick.   Du har ett par års tidigare erfarenhet från en liknande tjänst vid en sälj- och marknadsavdelning, alternativt en eftergymnasial marknadsföringsutbildning.Du är en positiv, självgående, flexibel och ansvarsfull person som är van vid att prioritera och jobba mot deadlines.Du har mycket goda datakunskaper samt erfarenhet från databashantering.Då Jobman arbetar i Navision är det en stor fördel om du har varit i kontakt med det tidigare.Företaget sitter i dagsläget i Täby, men kommer att flytta till Upplands Väsby efter årsskiftet.   Intervjuer och urval kommer att ske löpande, så skicka gärna in din ansökan så fort som möjligt.Tjänsten kan komma att tillsättas innan ansökningstiden har gått ut.Du rekryteras via Manpower och tjänsten är ett vikariat på minst ett år.   Manpower erbjuder ett komplett utbud av bemanningstjänster.Vi rekryterar och hyr ut personal, driver entreprenader samt erbjuder konsulttjänster inom HR.Manpower har över 50 års erfarenhet av att placera rätt person på rätt plats.I dag finns vi på över 40 orter i hela landet och är Sveriges ledande bemanningsföretag.",STOCKHOLM,No,,Heltid
"Vi söker sommarvikarier till våra enheter i norra Stockholm  HSB Omsorg söker sommarvikarier till våra enheter inom boenden, natt- och larm och hemtjänst i Täby samt hemtjänst i Sollentuna och Järfälla.Om HSB Omsorg HSB Omsorg AB är ett företag med mångårig erfarenhet av vård och omsorg och ägs av HSB Stockholm.HSB Omsorg arbetar med hemtjänst, hushållsnära tjänster, äldreboenden, bovärdinnor, korttidsvård utomlands, volontärer samt larm och nattpatrullverksamhet.Vi är i dag verksamma i Täby, Danderyd, Järfälla, Haninge, Huddinge, Sollentuna, Solna, Österåker och Stockholms stad.HSB Omsorg arbetar för att alla ska känna trygghet i boendet.Därför anpassar vi våra tjänster efter våra kunders behov, krav och förväntningar.HSB Omsorg tillhör den kooperativa HSB rörelsen och har varit verksamma sedan 1993.Våra nyckelvärderingar är hederlighet, öppenhet, socialt ansvar och omsorg om andra.Vår belöning är nöjda kunder.Om tjänsten Vi söker nu sommarvikarier till hemtjänsten i Sollentuna, Järfälla och våra två hemtjänstgrupper i Täby, Näsbydal samt Kullagränd/Lyktan.Larm- och nattpatrullen i Täby, Lyktans särskilda boenden och Näsbyparks äldreboende med inriktning Parkinsons sjukdom i Täby.Våra krav är att du har vårdutbildning och/eller erfarenhet av vårdarbete.För hemtjänstens utegrupper samt Larm och nattpatrullen krävs att du har körkort.Du ska behärska det svenska språket väl i både tal och skrift.Vi lägger stor vikt vid personlig lämplighet.      Sista ansökningsdag 2006-04-28.Märk ansökan med ""Sommarvikariat""   Välkommen med ansökan bestående av personligt brev och CV samt uppgift om var du är intresserad av att arbeta!   ",TÄBY,No,,Heltid
"Vi söker sommarvikarier till våra enheter i södra Stockholm  HSB Omsorg söker Sommarvikarier till vår hemtjänst på Södermalm, Kungsholmen och Huddinge.Om HSB Omsorg HSB Omsorg AB är ett företag med mångårig erfarenhet av vård och omsorg och ägs av HSB Stockholm.HSB Omsorg arbetar med hemtjänst, hushållsnära tjänster, äldreboenden, bovärdinnor, korttidsvård utomlands, volontärer samt larm och nattpatrullverksamhet.Vi är i dag verksamma i Täby, Danderyd, Järfälla, Haninge, Huddinge, Sollentuna, Solna, Österåker och Stockholms stad.HSB Omsorg arbetar för att alla ska känna trygghet i boendet.Därför anpassar vi våra tjänster efter våra kunders behov, krav och förväntningar.HSB Omsorg tillhör den kooperativa HSB rörelsen och har varit verksamma sedan 1993.Våra nyckelvärderingar är hederlighet, öppenhet, socialt ansvar och omsorg om andra.Vår belöning är nöjda kunder.Om tjänsten Vi söker nu sommarvikarier till hemtjänsten på Södermalm, Kungsholmen och Huddinge.   Våra krav är att du har vårdutbildning och/eller erfarenhet av vårdarbete.Du ska behärska det svenska språket väl i både tal och skrift.Vi lägger stor vikt vid personlig lämplighet.För vissa tjänster krävs B- körkort.Sista ansökningsdag 2006-04-28.Märk ansökan med ""Sommarvikariat - syd""   Välkommen med ansökan bestående av personligt brev och CV samt uppgift om var du är intresserad av att arbeta!",TÄBY,No,,Heltid
"Micronic Laser Systems är en världsledande tillverkare av laserritare för framställning av fotomasker för tillverkning av bland annat halv- ledare och bildskärmar.Micronic är ett börsnoterat företag på OM Stockholmsbörsen.Kunderna är världens största elektronikindustrier i Asien och USA.Våra framgångar bygger på att hela tiden ligga längst fram på teknikens område och för utveckling av våra produkter erfordras kompetens från alla fakulteter inom en teknisk högskola.Vi är idag drygt 450 anställda, varav drygt en tredjedel är inriktade på FoU.Kundsupport är viktig i vår verksamhet och vi finns representerade via våra dotterbolag i Japan, Korea,Taiwan och USA.Vårt huvudkontor ligger i Täby.   Till vårt huvudkontor i Täby söker vi en  Redovisningsansvarig - att räkna med  Vi söker dig som vill ansvara för löpande redovisning och bokslutsarbete i moderbolaget.Du kommer även att arbeta med avstämningar, likviditetsrapporter, resultatanalys, årsredovisning samt utveckling och effektivisering av rutiner inom ekonomiavdelningen.Du som söker är förmodligen civilekonom med några års erfarenhet från liknande arbete alternativt från revisionsbyrå.Goda kunskaper i engelska är en förutsättning liksom att du är stresstålig, självgående, och har ordningssinne.                    www.confidera.se",STOCKHOLM,No,,Heltid
"ARBETS- OCH ARBETSPLATSUPPGIFTER Anstalten Täby är en sluten kriminalvårdsanstalt för män. Anstalten Täby ligger i Täby kommun. Köket lagar mat till drygt 50 intagna varje dag i veckan. Arbetet består av att göra i ordning frukostkorgar till de olika avdelningarna samt att tillaga och servera lunch och middag till anstaltens intagna  KVALIFIKATIONER Anstalten Täby söker nu kockar med timanställning till anstaltens kök, en vikarie som kan hoppa in vid behov samt under sommarsemestern. Du bör ha lämplig köksutbildning och erfarenhet av matlagning i storkök. Du bör kunna tillaga svensk husmanskost. För att jobba inom Kriminalvården bör du vara minst 25 år och bra på att samarbeta med olika människor. Goda kunskaper i svenska språket är en förutsättning.",SOLLENTUNA,No,,Heltid/Deltid
"360-IT utvecklar och driver IT-Systemlösningar för företag i samarbete med världsledande leverantörer.Kärnverksamheten bygger på att implementera, underhålla och utveckla driftsäker infrastruktur hos kunderna.I samarbete med HP kan 360-IT leverera helhetslösningar inom olika områden som t ex servrar, datalagring och storformatskrivare.360-IT startade år 2000 och består idag av 9 medarbetare.Företaget fortsätter att expandera och söker därför fler System/IT-säljare.Läs mer om vår spännande verksamhet på www.360-it.se   Vi erbjuder dig:  .Ett spännande säljarbete i ett expansivt företag .Individuell lönesättning med bonuslön .Personlig utveckling med kontinuerlig utbildning .Ett härligt sammansvetsat gäng där alla bidrar med erfarenheter och ideer- kort och gott ett lärande och utvecklande arbetsklimat!   .Fräscha lokaler i Täby.Vi söker dig som:  .Har en stark drivkraft och är resultatinriktad .Är nyfiken, initiativtagande och har en hög aktivitetsnivå .Ser möjligheter och har förmågan att förstå olika kunders verksamheter..Kan förmedla hur olika tekniska lösningar förbättrar kundens verksamhet och lönsamhet .Har kunskaper om lösningar kring Microsoft Exchange, Citrix,  backup system samt HP's hårdvaruprodukter .Gärna har någon form av högskoleutbildning  Du kommer att arbeta inom Stockholmsområdet och är naturligtvis mycket ute hos kunder.Därför krävs tillgång till egen bil.Du är mycket välkommen med din ansökan bestående av CV och ett personligt brev.Vi intervjuar fortlöpande.",STOCKHOLM,No,,Heltid
"ULTRA Education AB utvecklar, marknadsför, säljer och genomför förberedande och yrkesinriktade utbildningar.Vi är idag 350 anställda och har ca 4000 elever i våra grund- och gymnasieskolor.Prolympia är en 6-9 skola som vill kombinera elevernas idrottsintresse med en god utbildning.Vår skola i Täby öppnades hösten 2005 och kommer att utökas med ytterligare klasser till hösten.Vi söker nu Dig med behörighet att undervisa i textilslöjd  Vi vill att du som söker är pedagogiskt intresserad, har engagemang och kan motivera våra elever till goda studieresultat.Vi behöver Dig som kan tänka annorlunda och nytt och som inte är rädd för att ""hugga i"" där det behövs.Du bör också ha ett naturligt idrottsintresse",JÖNKÖPING,No,,Deltid
"ULTRA Education AB utvecklar, marknadsför, säljer och genomför förberedande och yrkesinriktade utbildningar.Vi är idag 350 anställda och har ca 4000 elever i våra grund- och gymnasieskolor.Prolympia är en 6-9 skola som vill kombinera elevernas idrottsintresse med en god utbildning.Vår skola i Täby öppnades hösten 2005 och kommer att utökas med ytterligare klasser till hösten.Vi söker nu Dig med behörighet att undervisa i Svenska och engelska med tovikt på svenska.I Tjänsten ingår också mentorskap   Vi vill att du som söker är pedagogiskt intresserad, har engagemang och kan motivera våra elever till goda studieresultat.Vi behöver Dig som kan tänka annorlunda och nytt och som inte är rädd för att ""hugga i"" där det behövs.Du bör också ha ett naturligt idrottsintresse",JÖNKÖPING,No,,Heltid
"AB Ur & Penn är Sveriges ledande rikstäckande helägda klockkedja med 59 butiker.Ur & Penn är ett dotterbolag till Klockgrossisten i Norden AB, som även äger klockmärket Axcent of Scandinavia samt den finska grossiströrelsen KM-Kello.Klockgrossisten har även agenturerna för klockmärkena Citizen och Festina   Butikschef till Täby   Vi söker en driven och målmedvetna butikschef med fokus på försäljning och resultat.Vi vill ha en person med stark personlig utstrålning kombinerat med mycket energi.Som butikschef måste du kunna skapa ett bra team och vara ett bra föredöme för butikssäljarna.Du ansvarar för butikens dagliga drift, personal och försäljning.   Personliga egenskaper såsom målmedvetenhet, struktur, ett stort mått av servicekänsla är egenskaper som vi värdesätter.Det är också viktigt att Du klarar hög arbetsbelastning.Har Du dessutom ett estetiskt sinne eller intresse för design/dekoration och vana att arbeta efter koncept är det naturligtvis ett plus.Vi vill att du har erfarenhet från detaljhandeln, minst 5 års arbetslivserfarenhet, lägst 3-årig gymnasieutbildning och ledarskapserfarenhet.Vi garanterar ett mycket intressant arbete i en dynamisk och prestigelös miljö.   ",Upplands Väsby,No,,Heltid
"StenMagasinet i Täby bedriver handel detalj och engros med natur och betongsten, för trädgårdsmiljöer och byggen. Till vår butik söker vi omgående  extra personal för säsongsanställning under sommaren och hösten.  Arbetsuppgifterna består i försäljning över disk och per telefon, leverans och lagerbevakning samt allmänt i butik förekommande uppgifter. Vi reflekterar endast på person med erfarenhet av liknade arbetsuppgifter och då gärna inom samma eller närliggande  bransch.",TÄBY,No,,Heltid
"Var med och utveckla vårt nya koncept från 1 januari 2006;  Med Veda och Barke i naturen. Frilufts Förskolor har tre förskolor i Täby, tre förskolor i Hässelby, tre förskolor i Sollentuna samt en förskola i Upplands Väsby.  Förutom att vi arbetar, utbildar och utvecklas gemensamt, så har vi också roligt tillsammans. Dessutom erbjuder vi fria måltider, friskvårdsbidrag samt arbetskläder.  Vi söker till Frilufts Förskolor Broby, Täby  Förskollärare/barnskötare.  40 tim/v. vikariat HT06. Tillträde: augusti 2006.  Några rader om vår verksamhet; vi arbetar med utomhus- och naturpedagogisk metodik, och använder naturen som resurs. Det gör att upptäckarglädjen och forskningslusten aldrig tar slut. I naturen finns alla förutsättningar att upptäcka, utforska och leka tillsammans. Naturupplevelser i grupp tillfredsställer barnens tre grundläggande behov. Behov av kunskap (gruppkänsla). Att kunna röra sig fritt i skog och mark ger lätt upphov till sociala kontakter av olika slag. Den bästa lekplatsen för barn är en skog, en äng eller en strand. Var kan man öva sig att gå, springa, hoppa, balansera, krypa, åla eller klättra bättre än i variationsrik natur?  Genom att vistas i naturen varje dag, och prata om den, stimuleras nyfikenheten till nya upptäckter, som leder till egna slutsatser. Detta leder i sin tur till en fördjupad förståelse för olika sammanhang mellan växter, djur, människor och vår miljö.  Du som söker ska ha giltig svensk utbildning, gärna erfarenhet samt ett stort intresse av att arbeta med barn i naturen.  Referenser samt giltigt utdrag från belastningsregistret krävs.  Förskolan skall vara trygg, rolig och lärorik! Hör av dig så berättar vi mer!",JÄRFÄLLA,No,,Heltid
"TÄBY KOMMUN Tibble gymnasium  SÖKER:  SKOLKURATOR, vikariat  Tibble gymnasium är en av Täby kommuns två gymnasier.Skolan ligger invid Täby centrum i Täby kommun, norr om Stockholm.Tibble har ca 1150 elever fördelade på två kuratorstjänster.Som kurator på Tibble är Du en del i ett elevstödsteam som leds av en sektorsledare.Kuratorerna arbetar företrädesvis förebyggande genom enskilda samtal med elever, elevvårdskonferenser, klassarbete för att främja arbetsklimatet i klasserna och för enskilda elever samt genom att bygga upp nätverk bland eleverna och därmed främja ett bra klimat i skolan.Krav:                  Arbetat som skolkurator  Varaktighet:   Ansökan sändes till: Tibble gymnasium                                                                              Box 151                                       183 22 TÄBY",TÄBY,No,,Heltid
"Micronic Laser Systems är en världsledande tillverkare av laserritare för framställning av fotomasker för tillverkning av bland annat halvledare och bildskärmar.Micronic är ett börsnoterat företag på OM Stockholmsbörsen.Kunderna är världens största elektronikindustrier i Asien och USA.Våra framgångar bygger på att hela tiden ligga längst fram på teknikens område och för utveckling av våra produkter erfordras kompetens från alla fakulteter inom en teknisk högskola.Vi är idag över 400 anställda, varav drygt en tredjedel är inriktade på FoU.Kundsupport är viktig i vår verksamhet och vi finns representerade via våra dotterbolag i USA, Japan och Taiwan.Vårt huvudkontor ligger i Täby.Vi söker, till affärsområdet semiconductor, ytterligare medarbetare med  SPETSKOMPETENS  Teknisk Expert Mikrolitografi Vi söker dig som vill ha ett kvalificerat arbete i teknikens  framkant.Du kommer bl.a. arbeta med att verifiera litografisk prestanda, utveckla kalibrerings- och diagnostiska metoder baserat på exponerade fotomasker samt experimentellt och  teoretiskt undersöka samband i den litografiska kedjan.Du som söker är förmodligen civilingenjör med inriktning mot fysik.Du har tidigare erfarenhet från analysarbete av komplexa tekniska system samt färdigheter i numerisk analys och simuleringar/beräkningar.Din ansökan skickar du, via mail eller post, märkt ""Micronic -Teknisk Expert Mikrolitografi"", senast den 29 juni, till:   ",STOCKHOLM,No,,Heltid
"Profil - Mjukvaruutveckling  Vi söker dig som har erfarenhet av att utveckla kvalitativa system.Du är van vid att förstå och omsätta användarnas krav till en teknisk lösning.   Din profil:  .Vi tror att du har några års erfarenhet av programvaruutveckling inom nedanstående programspråk.Programspråk och format: Ansi C, C++, PHP, Shell Scripts, Pearl and CGI Script, JavaScript, HTML Kunskap om SoC utveckling av Firmware med VHDL i FPGA och inbyggd IP processor uppskattas.Inriktning - Inbyggd objektorienterad system-, programdesign och programmering  Operativsystem: Embedded Linux, Micro C/OS-II, XP  Kommunikation: Kunskap om nätverksprogrammering uppskattas men ej ett krav.   Ansökningar och kontakter behandlas konfidentiellt.Vi vill ha din ansökan snarast då vi kommer att påbörja rekryteringsarbetet omgående.Anställningsform Projektanställning med möjlighet till tillsvidare anställning",UPPLANDS VÄSBY,No,,Heltid
"Ekonomi och mottagningsenheten , Social omsorg Täby Kommun

Verksamhetsbeskrivning
Under förutsättning att kommunfullmäktige i oktober 2006 tar beslut om att teckna överenskommelse med Integrationsverket enligt 1   förordningen om statlig ersättning för flyktingmottagning, kommer en tjänst som flyktingsamordnare att inrättas.
Ekonomi och mottagningsenheten är en av social omsorgs fem myndighetsdelar med ansvar för försörjningsstöd/ekonomiskt bistånd för kommunens innevånare, stöd åt nyanlända flyktingar, budgetrådgivning och skuldsanering, stöd till brottsoffer/våldsutsatta kvinnor, förturer till bostäder, ett litet projekt tillsammans med privata hyresvärdar för att tidigt upptäcka hyresskulder och hyresgäster som är störande i sitt boende, dödsboanmälningar, egna medelsförvaltning samt kravhantering. 

Enheten består av 18 personer. 

Övriga enheter inom social omsorgs organisation är familjeenheten, vuxenenheten, kommunpsykiatriska enheten samt en utförarenhet. 


Arbetsuppgifter
Verka för att alla resurser som finns inom Täby kommun maximalt nyttjas för att flyktingarna får en bra introduktion i samhället med sikte på en snabb etablering inom samhällslivet och arbetsmarknaden för de vuxna och inom skolan för barn och unga.
För att skapa förutsättningar för att invandrarna ska integreras i det svenska samhället bör en fadderverksamhet i samverkan med frivilligorganisationerna utvecklas 
Handlägga ansökningar om försörjningsstöd för flyktingar.



Utbildning/Erfarenhet
Du är socionom med erfarenhet av att arbeta med försörjningsstöd/ekonomiskt bistånd samt flyktingmottagning. Du har gärna erfarenhet även från andra arbetsområden inom socialtjänsten. Du är intresserad av att arbeta med förändrings- och rehabiliteringsarbete med försörjningsstöd som ett instrument i socialt arbete. Du är även intresserad av att utveckla verksamheten mot gemensamma mål och enligt antagna riktlinjer i samarbete med andra enheter. 
Vi ser gärna manliga sökanden.

Övriga villkor
Du får friskvård på arbetstid och friskvårdspeng. 
Vi har regelbunden handledning på systemteoretisk grund och återkommande utbildningsdagar.",,No,,Heltid
"Vikariatet är på 79% på schemalagd arbetstid.Arbetstider är 07.00-15.30 och 14.30-21.30 Reaktivering Furuhöjden är ett privat rehabiliteringshem  beläget i Täby med plats för 44 gäster.Vår främsta inriktningar är ortopedi därutöver kirurgi, medicin samt neurologi.Vi arbetar i rehabteam i hemlik miljö vilket innebär att sjuksköterska, undersköterska, arbetsterapeut samt sjukgymnast arbetar tillsammans med gäst  för att uppnå de individuella målen för optimal träning.Detta innebär att du som sjuksköterska arbetar mycket med omvårdnad.Vårdtider för våra gäster är c:a 4-7 dagar",TÄBY,No,,Deltid
"Social Omsorg  Vallatorp  söker  1 vårdare, deltid, (90,54 %) tillsvidare 1 vårdare, deltid, (86,49 %) vikariat Tillträde 06-09-01  Schemalagd arbetstid med helgtjänstgöring  Vallatorp är en gruppbostad för vuxna personer med utvecklingsstörning samt personer som omfattas av LSS-lagens personkrets 1:2 §, d v s personer med begåvningsmässigt funktionshinder efter hjärnskada i vuxen ålder.Boendet består av 6 lägenheter med gemensamma utrymmen.Arbetet utgår från personens individuella behov.Att bistå vid olika sociala kontakter t ex läkare, stöd och hjälp med personlig omvårdnad, den egna bostaden samt bidra till en aktiv fritid.Att ha kontakt med anhöriga och daglig verksamhet.Att tillsammans med övrig personal och ledning bidra till att verksamheten utvecklas på ett positivt sätt efter de mål och riktlinjer som är uppsatta för verksamheten.Vi söker dig som har grund- och påbyggnad för omsorger om utvecklingsstörda, mentalskötarutbildning eller annan likvärdig utbildning.Förmåga att känna empati och kunna samarbeta i grupp.Att organisera, strukturera, dokumentera och utvärdera verksamheten är viktiga moment.Stor hänsyn tas till personlig lämplighet.Ev kan dessa tjänster behövas tas i anspråk för övertalig personal eller personal med företrädesrätt.",TÄBY,No,,Deltid
"Vi expanderar kraftigt och söker nu 2 säljare på varje ort.  Vi jobbar med direktförsäljning till företag och privatkonsumenter och du åker ut på redan förbokade besök gjorda av vår egen kundbokningsavdelning.  Produkten vi saluför såg dagens ljus 1914 och finns etablerad i över 70 olika länder och är världens främsta inom sitt område.  Produkten består och hanterar ett 30-tal olika funktioner, så som sprutlackering, rekonditionering av bilen, massage, golvpolering, slipning samt mycket annat men den får ändå plats på ett A-4 papper.  Vi söker nu nya medarbetare för omedelbar anställning inom företaget. Tidigare erfarenheter är inte nödvändig då vi internutbildar all personal från grunden.  Kontoret är  ny öppnat så det finns möjligheter att avancera ganska snabbt till arbetsledare och lite andra tjänster.  Vi skall öppna 6 st filialer i  Mellan Sverige och kommer att ta all personal till det ur egna led.  Du jobbar inom din hemkommun med ca 5 mils radie",VÅRBY,No,,Heltid
"Vi söker en glad och pigg tandsköterska med examen och flera års vana till vår moderna tandläkarpraktik i Täby centrum. Vi är två tandläkare på mottagningen, som delar på fyra behandlingsrum tillsammans med vår tandhygienist. Vi deltar i Praktikertjänsts Adderaprogram sedan ett år tillbaka, vilket innebär att vi jobbar mer delegerat och självständigt med samma mål. Dina arbetsguppgifter blir assistans, tidbokning, röntgen, beställning av varor, sterilarbete mm. En fördel är om du har erfarenhet av Addera eller Quo Vadis. Vi arbetar också med kvalitetsutvecklingen. Viktigt är att du talar och skriver svenska flytande. Gärna kunskaper i andra språk. Vi använder OPUS journalsystem, där tidbokningen sker i datorn, så datavana är nödvändig. Kan du lägga bedövning, ta avtryck och göra provisorier är det en klar merit, men inget krav. Arbetstid ca 28 timmar i veckan med tjänstgöring en kväll varannan vecka till 19. Schemat kan diskuteras. Välkommen med din ansökan. Tillträde 2006-08-14.",Täby,No,,Deltid
"Bemannia är ett komplett fullserviceföretag inom bemanningsbranschen.Ledningen för Bemannia har över 20 års erfarenhet och har mycket  välutbildade och kompetenta medarbetare.Bemannia rekryterar och hyr ut personal inom affärsområdena Kontor, Ekonomi, IT, Lager & Industri och Butik.Bemannia finns i trivsamma lokaler vid Globen.   Vi söker nu omgående en person för arbete ute hos en av våra trevliga kunder i Täby.Truckkort, behörighet vad det gäller motviktstruck är ett krav.I arbetsuppgifterna ingår kontroll av inkommet gods, lägga in pallar på höglagret samt rapportera in titel, art samt kvantitet i datorn.   Du ska ha plockvana och truckkort.Erfarenhet av olika lagersystem så som Movex och SAP är meriterande.   Du som söker bör ha en en väl dokumenterad bakrund och goda referenser, behärska svenska i tal och skrift samt vara självgående och socialt utåtriktad.   OBS!Endast fullständig ansökan beaktas med ett CV och ett personligt brev bifogat.Välkommen till Bemannia - Rätt Person Direkt!",NACKA,No,,Heltid
Sector Alarm AB expanderar kraftigt för tillfället och söker nu 2 säljare på varje ort! Vi jobbar med direktförsäljning till privatbostäder och åker ut på bokade besök.   Sector Alarm AB är ett av nordens största företag inom bostadslarm med lokalkontor på ett 30-tal orter runt om i landet. Vi erbjuder bostadslarm inkluderande väktartjänst och automatisk koppling till SOS Alarm.   Vi söker nu nya medarbetare för omedelbar anställning inom företaget. Om du inte har sälj erfarenhet men viljan att bli säljare så kan vi erbjuda Sector Business School som är en högkvalitativ säljskola i fem steg där du arbetar och utbildar dig parallellt. Vi ser gärna både kvinnliga och manliga sökande i alla åldrar.   Kontoret i Stockholm är nyöppnat med ljusa fräscha lokaler och det finns möjligheter att snabbt avancera till filialchef och andra intressanta tjänster. Under hösten kommer vi dessutom att öppna ett antal nya filialer i mellan Sverige. Till dessa tjänster kommer det uteslutande att rekryteras,Göteborg,No,,Heltid/Deltid
"Vi söker en erfaren och driven resesäljare för försäljning av privatresor till vår butik i Täby Centrum. Vi har ett brett sortiment med tyngdpunkt på flyg och charter och vi arbetar i bokningssystemet Amadeus.   Du ska vara säljfokuserad, ansvarsfull och tycka om att jobba mot klara mål. Naturligtvis är du också van att arbeta i ett högt tempo och drivs av att komma till avslut. Det är ett absolut krav att du har erfarenhet av att arbeta i Amadeus.  Tjänsten är på heltid med tillträde omgående eller enligt överenskommelse. Utöver grundlön arbetar vi med säljbonus. Eftersom vi ligger i ett köpcentrum har vi generösa öppettider, vilket betyder att kvälls/helgarbete ingår i tjänsten.   Låter det intressant?  Din ansökan lämnar du på vår hemsida på följande länk: http://travelgroup.ticket.se/corporate/sv/jobba_pa_ticket.html  Om Du vill skicka Din ansökan per post istället, gör Du detta senast den 21 augusti till: Ticket Travel Group AB, Personalavdelningen, Box 151, 131 08 Nacka. Märk  kuvertet ""Täby"".  Besök gärna vår hemsida www.ticket.se om Du vill veta mer om oss.",NACKA,No,,Heltid
"Vi söker en erfaren och driven resesäljare för försäljning av privatresor till vår butik i Täby Centrum. Vi har ett brett sortiment med tyngdpunkt på flyg och charter och vi arbetar i bokningssystemet Amadeus.   Du ska vara säljfokuserad, ansvarsfull och tycka om att jobba mot klara mål. Naturligtvis är du också van att arbeta i ett högt tempo och drivs av att komma till avslut. Det är ett absolut krav att du har erfarenhet av att arbeta i Amadeus.  Tjänsten är på heltid med tillträde omgående eller enligt överenskommelse. Utöver grundlön arbetar vi med säljbonus. Eftersom vi ligger i ett köpcentrum har vi generösa öppettider, vilket betyder att kvälls/helgarbete ingår i tjänsten.   Låter det intressant?  Din ansökan lämnar du på vår hemsida på följande länk: http://travelgroup.ticket.se/corporate/sv/jobba_pa_ticket.html  Om Du vill skicka Din ansökan per post istället, gör Du detta senast den 21 augusti till: Ticket Travel Group AB, Personalavdelningen, Box 151, 131 08 Nacka. Märk  kuvertet ""Täby"".  Besök gärna vår hemsida www.ticket.se om Du vill veta mer om oss.",NACKA,No,,Heltid
"SDR Svensk Direktreklam är Sveriges ledande företag för utformning, tryck och distribution av direktreklam, samhällsinformation och post. Vi har ca 11,000 anställda och varje vecka distribuerar vi 15-40 miljoner försendelser till 4,3 miljoner hushåll i hela Sverige.  SDR etablerades 1976 och finns idag på ca 60 platser runt om i Sverige.   Nu söker vi dig som bor i Täby, Danderyd eller i någon närliggande kommun & kan jobba några kvällar med att ringa kontrollsamtal på våra distrikt. Detta för att vi måste kontrollera att vår reklam har kommit ut som den ska. Arbetet görs från vårt kontor i Täby.  Vi söker dig som:  -Helst har vana vid telefonarbete  -Är noggrann  -Är ansvarsfull  -Är glad & positiv  -Behärskar svenska väl i tal & skrift  -Har bra telefon röst   Kan du dessutom avvara några timmar någon/några kvällar i veckan mellan 15-19.  Då har vi ett perfekt sätt för Dig att tjäna lite extra!   Välkommen med din ansökan!",TÄBY,No,,Deltid
"Furuvillans gruppbostad  söker  OMSORGSASSISTENT/VÅRDARE Vikarietjänst,  deltid ca.94 % schemalagd arbetstid med tjänstgöring fyra av tio helger.Varaktighet: 2006-09-01 - 2006-12-31.Tillträde: snarast.Furuvillan är ett gruppboende för vuxna med funktionshindret autism.Boendet startade upp sin verksamhet 2003 och består av 6 lägenheter med stora gemensamma utrymmen.Vi arbetar efter ett tydliggörande arbetssätt anpassat för personer med funktionshindret autism.Arbetsuppgifter: I samarbete med övrig personal och ledning utveckla boendet efter de mål och riktlinjer som är uppsatta för verksamheten.Stödja och träna de boende till så stor självständighet som är möjligt utifrån var och ens förutsättningar, både när det gäller de dagliga rutinerna och en aktiv fritid.Att ha ett nära samarbete med föräldrar och daglig verksamhet.Att vara flexibel och kunna se möjligheter på sin arbetsplats.Kvalifikationer: Grund- och påbyggnadskurs för omsorger om personer med utvecklingsstörning, omvårdnadsprogrammet med inriktning mot social omsorg eller annan likvärdig utbildning som bedöms likvärdig.Gärna specialkurs/utbildning om funktionshindret autism.Erfarenhet av arbete med barn eller vuxna med funktionshindret autism liksom kännedom om TEACCH-programmet är meriterande.Vi lägger stor vikt vid personlig lämplighet och god samarbetsförmåga.Denna tjänst kan behövas tas i anspråk för övertalig personal eller personal med företrädesrätt.",TÄBY,No,,Deltid
